series_id,date,value,description
MORTGAGE30US,2025-03-06,6.63,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-03-13,6.65,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-03-20,6.67,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-03-27,6.65,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-04-03,6.64,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-04-10,6.62,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-04-17,6.83,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-04-24,6.81,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-05-01,6.76,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-05-08,6.76,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-05-15,6.81,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-05-22,6.86,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-05-29,6.89,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-06-05,6.85,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-06-12,6.84,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-06-18,6.81,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-06-26,6.77,30-Year Fixed Mortgage Rate (Weekly)
